RTH #,RSH #,RTK #,TH,SH,K,H POS,RTH Keyword,RSH Keyword,RTK Keyword,RTH Read,TH Read,RTH Lesson,RSH Lesson,RTK Lesson,K and H check,SH and TH check,K and TH keywords,SH and TH keywords,K and H Visual Check
,,2312,汀,汀,汀,,,,water's edge,,tīng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2327,汎,汎,汎,,,,pan-,,fàn|fá,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0110,汐,汐,汐,,,,eventide,,xī,,,RTK1v5-L07,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2303,汝,汝,汝,,,,thou,,rǔ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2322,汲,汲,汲,,,,draw water,,jí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2326,沌,沌,沌,,,,chaos,,dùn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2293,沐,沐,沐,,,,douse,,mù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2285,泠,泠,澪,,,,canal,,líng,,,RTK3v2-CH02,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Variant
,,2290,洵,洵,洵,,,,swirling waters,,xún,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2286,洸,洸,洸,,,,glistening,,guāng|huàng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2951,浬,浬,浬,,,,nautical mile,,lǐ,,,RTK3v2-CH04,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2331,涅,涅,涅,,,,fabrication,,niè,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2330,淀,淀,淀,,,,eddy,,diàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1263,渚,渚,渚,,,,strand,,zhǔ,,,RTK1v5-L34,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2320,渥,渥,渥,,,,moisten,,wò,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2317,湛,湛,湛,,,,inundate,,zhàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2308,溺,溺,溺,,,,drowning,,niào|nì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2287,滉,滉,滉,,,,bounding main,,huǎng|huàng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0537,滝,滝,滝,,,,waterfall,,lóng|shuān|shuāng,,,RTK1v5-L21,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,滝 is also the japanese variant of 瀧|泷 (*onomat. pouring rain)
,,2304,漉,漉,漉,,,,filter,,lū|lù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1175,漕,漕,漕,,,,rowing,,cáo,,,RTK1v5-L31,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1545,漬,渍,漬,,,,pickling,,zì,,,RTK1v5-L40,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2288,漱,漱,漱,,,,gargle,,shù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2039,潟,潟,潟,,,,lagoon,,xì,,,RTK1v5-L56,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2300,澱,淀,澱,,,,sediment,,diàn,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2306,濠,濠,濠,,,,moat,,háo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2329,濡,濡,濡,,,,drench,,rú,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0577,濯,濯,濯,,,,laundry,,zhuó,,,RTK1v5-L21,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2297,瀆,渎,涜,,,,blaspheme,,dú,,,RTK3v2-CH02,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,Variant
,,2305,瀕,濒,瀕,,,,on the verge of,,bīn,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,1666,瀨,濑,瀬,,,,rapids,,lài,,,RTK1v5-L43,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,2538,灸,灸,灸,,,,moxa,,jiǔ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2536,炬,炬,炬,,,,torch,,jù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2545,烙,烙,烙,,,,branding,,lào|luò,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2549,烹,烹,烹,,,,stew,,pēng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2540,煽,煽,煽,,,,fanning,,shān,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2972,燈,灯,燈,,,,lamp [old],,dēng,,,RTK3v2-CH06,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2535,燎,燎,燎,,,,watchfire,,liáo|liǎo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2052,燐,燐,燐,,,,phosphorus,,lín|lǐn|lìn,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2534,燿,燿,燿,,,,twinkle,,yào|shuò|shào,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2926,牒,牒,牒,,,,label,,dié,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2551,牝,牝,牝,,,,female animal,,pìn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2961,牟,牟,牟,,,,moo,,móu,,,RTK3v2-CH05,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2346,狒,狒,狒,,,,baboon,,fèi,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2344,狙,狙,狙,,,,aim at,,jū,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0243,狩,狩,狩,,,,hunt,,shòu,,,RTK1v5-L11,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2340,狽,狈,狽,,,,flustered,,bèi,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2336,猥,猥,猥,,,,indecent,,wěi,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2565,玖,玖,玖,,,,jet,,jiǔ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2962,珈,珈,珈,,,,jeweled hairpin,,jiā,,,RTK3v2-CH05,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2564,珪,珪,珪,,,,silicon,,guī,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2963,琲,琲,琲,,,,beaded hairpin,,bèi,,,RTK3v2-CH05,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2912,琵,琵,琵,,,,biwa,,pí,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2913,琶,琶,琶,,,,lute,,pá,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2562,瑚,瑚,瑚,,,,coral reef,,hú,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2566,瑛,瑛,瑛,,,,crystal stone,,yīng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2555,瑠,瑠,瑠,,,,marine blue,,liú,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2553,瑤,瑶,瑶,,,,precious stone,,yáo,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2559,瑳,瑳,瑳,,,,burnish,,cuō|cuǒ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,3021,璧,璧,璧,,,,holed gem,,bì,,,RTK1v5-Sup.,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2075,璽,玺,璽,,,,imperial seal,,xǐ,,,RTK3v2-CH01,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2911,瓢,瓢,瓢,,,,gourd,,piáo,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2910,甥,甥,甥,,,,nephew,,shēng,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2940,甦,甦,甦,,,,resuscitate,,sū,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0092,町,町,町,,,,village,,tǐng,,,RTK1v5-L05,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2571,畦,畦,畦,,,,paddy-field ridge,,qí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2072,畷,畷,畷,,,,rice-field footpath,,zhuó|chuò|zhuì,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2887,畿,畿,畿,,,,capital suburbs,,jī,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2098,疋,疋,疋,,,,critters,,pǐ,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2574,疹,疹,疹,,,,measles,,zhěn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2575,痔,痔,痔,,,,hemorrhoids,,zhì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1684,痘,痘,痘,,,,pox,,dòu,,,RTK1v5-L44,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1687,痢,痢,痢,,,,diarrhea,,lì,,,RTK1v5-L44,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2579,痺,痹,痺,,,,paralysis,,bì,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,3026,瘍,疡,瘍,,,,carbuncle,,yáng,,,RTK1v5-Sup.,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2070,皋,皋,皐,,,,lunar month,,gāo,,,RTK3v2-CH01,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Variant
,,2934,皓,皓,皓,,,,beaming,,hào,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2581,眩,眩,眩,,,,dizzy,,xuàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2580,眸,眸,眸,,,,apple of the eye,,móu,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0237,眺,眺,眺,,,,stare,,tiào,,,RTK1v5-L11,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1514,睦,睦,睦,,,,intimate,,mù,,,RTK1v5-L39,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2929,睪,睾,睾,,,,testicle,,yì|zé|dù|gāo,,,RTK3v2-CH03,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2905,睿,睿,叡,,,,sapience,,ruì,,,RTK3v2-CH03,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Variant
,,2842,瞑,瞑,瞑,,,,close the eyes,,míng|mián,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2927,瞥,瞥,瞥,,,,glimpse,,piē,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0437,瞳,瞳,瞳,,,,pupil,,tóng,,,RTK1v5-L18,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2590,砥,砥,砥,,,,grindstone,,dǐ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2045,砦,砦,砦,,,,fort,,zhài,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0115,硝,硝,硝,,,,nitrate,,xiāo,,,RTK1v5-L07,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2589,硯,砚,硯,,,,inkstone,,yàn,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2587,碇,碇,碇,,,,grapnel,,dìng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0116,碎,砕,砕,,,,smash,,suì,,,RTK1v5-L07,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2596,碓,碓,碓,,,,mill,,duì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2586,磐,磐,磐,,,,crag,,pán,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2594,磯,矶,磯,,,,rocky beach,,jī,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2595,礪,砺,砺,,,,whetstone,,lì,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2992,祀,祀,祀,,,,enshrine,,sì,,,RTK3v2-CH06,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2600,祇,祇,祇,,,,local god,,zhǐ|qí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1091,祉,祉,祉,,,,welfare,,zhǐ,,,RTK1v5-L30,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2599,祐,祐,祐,,,,ancestral tablet,,yòu,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2993,祓,祓,祓,,,,exorcism,,fú,,,RTK3v2-CH06,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2602,祿,禄,禄,,,,salarium,,lù,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2603,禎,祯,禎,,,,felicitation,,zhēn,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2601,禰,祢,祢,,,,ancestral shrine,,Mí,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2607,稔,稔,稔,,,,bear fruit,,rěn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2608,稗,稗,稗,,,,crabgrass,,bài,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2610,稜,稜,稜,,,,imperial authority,,léng|lèng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2088,稽,稽,稽,,,,training,,jī|qǐ,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2609,穰,穰,穣,,,,bumper crop,,ráng,,,RTK3v2-CH02,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1321,窒,窒,窒,,,,plug up,,zhì,,,RTK1v5-L35,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1323,窪,洼,窪,,,,depression,,wā,,,RTK1v5-L35,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2062,竣,竣,竣,,,,complete a job,,jùn,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2642,竺,竺,竺,,,,bamboo cane,,zhú,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2644,笈,笈,笈,,,,backpack,,jí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2628,笙,笙,笙,,,,Chinese panpipe,,shēng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0939,笠,笠,笠,,,,bamboo hat,,lì,,,RTK1v5-L26,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2635,笥,笥,笥,,,,wardrobe,,sì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2646,筈,筈,筈,,,,should,,guā|kuò,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2629,筏,筏,筏,,,,raft,,fá,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2637,筑,筑,筑,,,,ancient harp,,zhù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2633,箆,箆,箆,,,,spatula,,bì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2029,箇,箇,箇,,,,item,,gè,,,RTK1v5-L56,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2991,箋,笺,箋,,,,stationery,,jiān,,,RTK3v2-CH06,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2634,箔,箔,箔,,,,foil,,bó,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2643,箕,箕,箕,,,,winnowing fan,,jī,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2640,箸,箸,箸,,,,chopsticks,,zhù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2639,篠,篠,篠,,,,slender bamboo,,xiǎo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1988,篤,笃,篤,,,,fervent,,dǔ,,,RTK1v5-L54,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2631,簞,箪,箪,,,,rattan box,,dān,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2647,簸,簸,簸,,,,winnow,,bǒ|bò,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2651,籾,籾,籾,,,,unhulled rice,,ní,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese kokuji
,,2946,粁,粁,粁,,,,kilometer,,qiān,,,RTK3v2-CH04,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese kokuji
,,2948,粍,粍,粍,,,,millimeter,,lí|zhé,,,RTK3v2-CH04,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese kokuji
,,2648,粕,粕,粕,,,,settlings,,pò,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2654,粟,粟,粟,,,,foxtail millet,,sù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0923,粧,粧,粧,,,,cosmetics,,zhuāng,,,RTK1v5-L26,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2947,糎,糎,糎,,,,centimeter,,lí|xiū,,,RTK3v2-CH04,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese kokuji
,,1333,糸,糸,糸,,,,thread,,sī|mì,,,RTK1v5-L36,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2662,紘,纮,紘,,,,chinstrap,,hóng,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2666,紬,䌷,紬,,,,pongee,,chóu|chōu,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,1758,紺,绀,紺,,,,navy blue,,gàn,,,RTK1v5-L46,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2669,絃,絃,絃,,,,catgut,,xián|xuàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2658,絆,绊,絆,,,,ties,,bàn,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2664,絢,绚,絢,,,,gorgeous,,xuàn,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2672,綬,绶,綬,,,,gimp,,shòu,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2656,綸,纶,綸,,,,twine,,lún|guān,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2667,綺,绮,綺,,,,ornate,,qǐ,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2668,綾,绫,綾,,,,damask,,líng,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2659,緋,绯,緋,,,,scarlet,,fēi,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2671,縞,缟,縞,,,,stripe,,gǎo,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,1335,繕,缮,繕,,,,darning,,shàn,,,RTK1v5-L36,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,1369,繰,缲,繰,,,,winding,,qiāo,,,RTK1v5-L36,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2641,纂,纂,纂,,,,redaction,,zuǎn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0271,缽,钵,鉢,,,,bowl,,bō,,,RTK1v5-L12,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2698,罫,罫,罫,,,,ruled lines,,guà|huà|guǎi,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0575,翌,翌,翌,,,,the following,,yì,,,RTK1v5-L21,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2899,翫,翫,翫,,,,fiddle with,,wàn,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2893,肇,肇,肇,,,,founding,,zhào,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2463,肋,肋,肋,,,,rib,,lèi|lē,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0494,肪,肪,肪,,,,obese,,fáng,,,RTK1v5-L19,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2469,肱,肱,肱,,,,armrest,,gōng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2896,肴,肴,肴,,,,entreat,,yáo,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2458,胚,胚,胚,,,,embryo,,pēi,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2921,胤,胤,胤,,,,blood relative,,yìn,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2457,胱,胱,胱,,,,bladder,,guāng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0182,胴,胴,胴,,,,trunk,,dòng,,,RTK1v5-L09,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2989,脛,胫,脛,,,,shin,,jìng,,,RTK3v2-CH06,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2130,脩,脩,脩,,,,dried meat,,xiū,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2456,腑,腑,腑,,,,viscera,,fǔ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2468,膳,膳,膳,,,,dining tray,,shàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2455,膿,脓,膿,,,,pus,,nóng,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2460,臆,臆,臆,,,,cowardice,,yì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1839,舖,舖,舗,,,,shop,,pù|bū|fū|pū,,,RTK1v5-L49,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,2980,舘,舘,舘,,,,Bldg. [old],,tiàn|guǎn,,,RTK3v2-CH06,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,Variant of 館|馆
,,2915,舜,舜,舜,,,,rose of Sharon,,Shùn,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2675,舷,舷,舷,,,,gunwale,,xián,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1655,芋,芋,芋,,,,potato,,yù,,,RTK1v5-L43,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2376,芥,芥,芥,,,,mustard,,gài|jiè,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2386,芭,芭,芭,,,,plantain,,bā,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2368,芯,芯,芯,,,,wick,,xīn|xìn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0421,芸,芸,芸,,,,technique,,yún,,,RTK1v5-L18,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2084,芻,刍,芻,,,,hay,,chú,,,RTK3v2-CH01,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,1419,苑,苑,苑,,,,garden,,yuàn,,,RTK1v5-L37,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2382,苓,苓,苓,,,,cocklebur,,líng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2356,苔,苔,苔,,,,moss,,tāi|tái,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2397,苫,苫,苫,,,,thatching,,shān|shàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2348,茉,茉,茉,,,,jasmine,,mò,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
